StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q6,Q7,Q7_8_TEXT,Q9,Q10,SC0
2026-02-19 08:15:45,2026-02-19 08:15:45,IP Address,10.135.60.240,100,153,True,2026-02-19 08:15:45,R_C_00045,Last45,First45,student45@example.edu,,42.825903,-89.992379,anonymous,EN,Yes,1.23,7.64,8.03,2,3,3,4,3,2,3,5,Tutor,,You can reach me at student45@example.edu if you need more detail.,"I'd recommend adding more review sessions, practice quizzes, and examples.",68
2026-02-02 09:07:13,2026-02-02 09:07:13,IP Address,10.3.7.11,100,385,True,2026-02-02 09:07:13,R_C_00001,Last1,First1,student1@example.edu,,38.726086,-85.951161,anonymous,EN,Yes,2.91,5.84,12.9,2,3,4,3,2,3,4,7,"Textbook, Other, Tutor",Peer tutoring center,You can reach me at student1@example.edu if you need more detail.,I really enjoyed working through proofs step by step.,69
2026-02-13 11:33:27,2026-02-13 11:33:27,IP Address,10.117.18.174,100,655,True,2026-02-13 11:33:27,R_C_00039,Last39,First39,student39@example.edu,,47.58951,-73.13634,anonymous,EN,Yes,2.67,5.49,11.08,3,1,3,3,3,3,-99,4,"Practice problems, Office hours, Tutor",,You can reach me at student39@example.edu if you need more detail.,"Not enough feedback on homework, exams were tough, and grading was slow.",69
2026-02-07 14:42:18,2026-02-07 14:42:18,IP Address,10.18.42.66,100,884,True,2026-02-07 14:42:18,R_C_00006,Last6,First6,student6@example.edu,,36.483151,-77.08275,anonymous,EN,Yes,1.42,4.83,12.68,1,4,3,2,2,3,4,2,"Tutor, Textbook",,You can reach me at student6@example.edu if you need more detail.,"Not enough feedback on homework, exams were tough, and grading was slow.",88
2026-02-05 12:55:25,2026-02-05 12:55:25,IP Address,10.0.85.170,100,671,True,2026-02-05 12:55:25,R_C_00085,Last85,First85,student85@example.edu,,41.401806,-85.463811,anonymous,EN,Yes,0.05,3.0,14.5,3,2,3,3,4,1,3,1,"Other, Online videos",Peer tutoring center,You can reach me at student85@example.edu if you need more detail.,,80
2026-02-01 08:27:33,2026-02-01 08:27:33,IP Address,10.243.57.126,100,209,True,2026-02-01 08:27:33,R_C_00081,Last81,First81,student81@example.edu,,32.578823,-78.545416,anonymous,EN,Yes,2.41,5.72,12.65,3,4,2,2,3,3,4,7,"Other, Flashcards",Peer tutoring center,You can reach me at student81@example.edu if you need more detail.,,82
2026-02-24 13:59:41,2026-02-24 13:59:41,IP Address,10.231.29.82,100,244,True,2026-02-24 13:59:41,R_C_00077,Last77,First77,student77@example.edu,,39.235165,-74.054903,anonymous,EN,Yes,1.53,7.35,11.26,1,4,-99,4,4,3,4,2,"Tutor, Other",Peer tutoring center,You can reach me at student77@example.edu if you need more detail.,Feel free to reach out at abarnes@school.edu with any follow-up questions.,85
2026-02-20 09:40:40,2026-02-20 09:40:40,IP Address,10.45.190.80,100,782,True,2026-02-20 09:40:40,R_C_00100,Last100,First100,student100@example.edu,,26.207402,-103.082493,anonymous,EN,Yes,0.71,7.6,8.66,1,2,4,3,4,2,3,7,"Study group, Other, Office hours",Peer tutoring center,You can reach me at student100@example.edu if you need more detail.,"Study groups were helpful, especially before quizzes.",87
2026-02-24 13:50:50,2026-02-24 13:50:50,IP Address,10.150.95.40,100,597,True,2026-02-24 13:50:50,R_C_00050,Last50,First50,student50@example.edu,,33.198781,-76.190578,anonymous,EN,Yes,2.59,7.46,11.95,2,3,2,2,3,4,3,7,"Study group, Textbook",,You can reach me at student50@example.edu if you need more detail.,"This was hard for me,
but I learned a lot in the end.",92
2026-02-21 10:38:02,2026-02-21 10:38:02,IP Address,10.222.8.49,100,452,True,2026-02-21 10:38:02,R_C_00074,Last74,First74,student74@example.edu,,31.944286,-86.151471,anonymous,EN,Yes,1.55,7.47,8.32,3,4,4,3,2,3,2,5,"Study group, Textbook",,You can reach me at student74@example.edu if you need more detail.,,68
2026-02-12 10:44:56,2026-02-12 10:44:56,IP Address,10.21.134.247,100,218,True,2026-02-12 10:44:56,R_C_00092,Last92,First92,student92@example.edu,,40.405623,-98.210531,anonymous,EN,Yes,0.94,3.3,13.42,2,4,3,4,1,4,2,4,"Flashcards, Online videos",,You can reach me at student92@example.edu if you need more detail.,"I liked the pacing, the examples, and the ""extra practice"" set.
Overall: solid, would recommend, 9/10.",69
2026-02-04 11:30:30,2026-02-04 11:30:30,IP Address,10.90.210.75,100,239,True,2026-02-04 11:30:30,R_C_00030,Last30,First30,student30@example.edu,,42.45794,-89.49774,anonymous,EN,Yes,0.87,5.52,8.12,1,2,2,4,4,3,3,5,"Tutor, Study group",,You can reach me at student30@example.edu if you need more detail.,"The professor explained things clearly, and the TA was great too.",80
2026-02-12 10:35:05,2026-02-12 10:35:05,IP Address,10.195.200.205,100,215,True,2026-02-12 10:35:05,R_C_00065,Last65,First65,student65@example.edu,,37.679379,-98.632,anonymous,EN,Yes,0.61,3.29,13.14,2,3,4,3,-99,3,4,2,"Textbook, Flashcards",,You can reach me at student65@example.edu if you need more detail.,"Too much homework, not enough review before tests.",78
2026-02-20 09:13:07,2026-02-20 09:13:07,IP Address,10.57.133.209,100,635,True,2026-02-20 09:13:07,R_C_00019,Last19,First19,student19@example.edu,,31.167446,-92.86002,anonymous,EN,Yes,0.77,6.88,8.82,1,2,-99,3,5,4,4,2,"Tutor, Flashcards",,You can reach me at student19@example.edu if you need more detail.,,73
2026-02-08 15:49:31,2026-02-08 15:49:31,IP Address,10.21.49.77,100,738,True,2026-02-08 15:49:31,R_C_00007,Last7,First7,student7@example.edu,,31.113847,-72.909087,anonymous,EN,Yes,2.39,4.83,10.03,3,1,3,3,3,4,2,4,"Office hours, Study group, Flashcards",,You can reach me at student7@example.edu if you need more detail.,"More practice problems would help, please add some.",86
2026-02-24 13:08:32,2026-02-24 13:08:32,IP Address,10.57.218.124,73,140,False,2026-02-24 13:08:32,R_C_00104,Last104,First104,student104@example.edu,,38.839761,-121.020883,anonymous,EN,Yes,2.28,5.9,9.1,1,3,3,4,4,3,3,7,Practice problems,,You can reach me at student104@example.edu if you need more detail.,"Loved the group projects, hated the exams.",74
2026-02-02 09:16:04,2026-02-02 09:16:04,IP Address,10.84.196.53,100,845,True,2026-02-02 09:16:04,R_C_00028,Last28,First28,student28@example.edu,,41.704303,-80.602167,anonymous,EN,Yes,1.47,3.14,12.85,1,4,3,-99,4,4,2,2,Office hours,,You can reach me at student28@example.edu if you need more detail.,"The pacing was uneven: too slow in week 1, too fast by week 10.",70
2026-02-03 10:50:50,2026-02-03 10:50:50,Survey Preview,10.75.5.190,100,830,True,2026-02-03 10:50:50,R_C_00110,Last110,First110,student110@example.edu,,34.38511,-97.615374,anonymous,EN,Yes,2.68,3.8,13.04,1,2,3,3,2,2,3,5,"Flashcards, Practice problems, Other",Peer tutoring center,You can reach me at student110@example.edu if you need more detail.,"I wish we had more time on word problems, graphs, and functions.",95
2026-02-04 11:57:03,2026-02-04 11:57:03,Survey Preview,10.78.12.201,100,155,True,2026-02-04 11:57:03,R_C_00111,Last111,First111,student111@example.edu,,28.111266,-97.393572,anonymous,EN,Yes,0.02,7.92,13.46,2,3,2,3,4,4,3,1,"Office hours, Flashcards, Textbook",,You can reach me at student111@example.edu if you need more detail.,"Great class overall, thanks for a good semester.",71
2026-02-18 16:17:23,2026-02-18 16:17:23,IP Address,10.213.242.16,100,206,True,2026-02-18 16:17:23,R_C_00071,Last71,First71,student71@example.edu,,26.577703,-70.032604,anonymous,EN,Yes,2.44,7.0,13.96,2,4,3,1,2,4,2,1,Other,Peer tutoring center,You can reach me at student71@example.edu if you need more detail.,"I struggled with the pace at first, but it got better.",61
2026-02-17 15:19:01,2026-02-17 15:19:01,IP Address,10.36.169.47,100,384,True,2026-02-17 15:19:01,R_C_00097,Last97,First97,student97@example.edu,,31.641919,-76.802395,anonymous,EN,Yes,1.77,5.47,9.93,1,4,2,3,3,3,2,5,"Online videos, Office hours, Flashcards",,You can reach me at student97@example.edu if you need more detail.,"Honestly, I think this was one of my favorite math classes.",75
2026-02-26 15:22:58,2026-02-26 15:22:58,IP Address,10.63.232.146,89,79,False,2026-02-26 15:22:58,R_C_00106,Last106,First106,student106@example.edu,,26.26774,-88.725851,anonymous,EN,Yes,2.23,3.55,9.15,2,3,3,3,3,3,4,4,Tutor,,You can reach me at student106@example.edu if you need more detail.,Feel free to reach out at abarnes@school.edu with any follow-up questions.,75
2026-02-09 16:23:17,2026-02-09 16:23:17,IP Address,10.12.113.214,100,413,True,2026-02-09 16:23:17,R_C_00089,Last89,First89,student89@example.edu,,27.878469,-82.491965,anonymous,EN,Yes,2.6,4.61,9.61,1,1,3,-99,4,2,5,1,"Textbook, Office hours, Study group",,You can reach me at student89@example.edu if you need more detail.,,71
2026-02-21 10:47:53,2026-02-21 10:47:53,IP Address,10.48.197.91,100,336,True,2026-02-21 10:47:53,R_C_00101,Reyes,Jordan,jordan.reyes@example.edu,,31.980239,-75.238803,anonymous,EN,Yes,1.26,6.5,8.14,3,3,2,5,1,3,4,4,"Tutor, Flashcards",,You can reach me at student101@example.edu if you need more detail.,"Too much homework, not enough review before tests.",98
2026-02-06 13:11:29,2026-02-06 13:11:29,Spam,10.84.26.223,8,616,False,2026-02-06 13:11:29,R_C_00113,Last113,First113,student113@example.edu,,27.682067,-73.998589,anonymous,EN,Yes,1.68,6.58,13.2,3,4,2,-99,2,3,2,2,"Flashcards, Textbook, Study group",,You can reach me at student113@example.edu if you need more detail.,"Not enough feedback on homework, exams were tough, and grading was slow.",63
2026-02-16 14:03:57,2026-02-16 14:03:57,IP Address,10.207.228.249,100,828,True,2026-02-16 14:03:57,R_C_00069,Last69,First69,student69@example.edu,,36.111877,-84.475052,anonymous,EN,Yes,2.39,6.75,9.65,1,1,5,3,4,2,3,7,Flashcards,,You can reach me at student69@example.edu if you need more detail.,,70
2026-02-25 14:06:54,2026-02-25 14:06:54,IP Address,10.234.36.93,100,873,True,2026-02-25 14:06:54,R_C_00078,Last78,First78,student78@example.edu,,28.921692,-110.8047,anonymous,EN,Yes,1.96,3.95,14.38,3,3,3,3,3,2,3,5,"Office hours, Study group",,You can reach me at student78@example.edu if you need more detail.,"The professor explained things clearly, and the TA was great too.",66
2026-02-04 11:48:12,2026-02-04 11:48:12,IP Address,10.252.78.159,100,270,True,2026-02-04 11:48:12,R_C_00084,Last84,First84,student84@example.edu,,36.054019,-85.76665,anonymous,EN,Yes,0.36,3.55,9.59,3,1,3,2,3,2,3,4,"Online videos, Practice problems",,You can reach me at student84@example.edu if you need more detail.,"The pacing was uneven: too slow in week 1, too fast by week 10.",80
2026-02-26 15:04:16,2026-02-26 15:04:16,IP Address,10.156.109.62,100,228,True,2026-02-26 15:04:16,R_C_00052,Last52,First52,student52@example.edu,,35.973963,-109.776068,anonymous,EN,Yes,1.98,3.04,10.15,1,3,1,2,5,4,4,5,"Online videos, Tutor, Flashcards",,You can reach me at student52@example.edu if you need more detail.,"Great class overall, thanks for a good semester.",64
2026-02-08 15:58:22,2026-02-08 15:58:22,IP Address,10.102.238.119,100,277,True,2026-02-08 15:58:22,R_C_00034,Last34,First34,student34@example.edu,,46.065576,-106.71205,anonymous,EN,Yes,1.13,4.18,14.76,3,1,-99,3,2,4,3,7,"Tutor, Study group, Online videos",,You can reach me at student34@example.edu if you need more detail.,"Too much homework, not enough review before tests.",88
2026-02-22 11:36:24,2026-02-22 11:36:24,IP Address,10.144.81.18,100,91,True,2026-02-22 11:36:24,R_C_00048,Last48,First48,student48@example.edu,,42.161765,-95.800826,anonymous,EN,Yes,0.68,3.01,8.74,2,4,2,3,2,3,3,1,Textbook,,You can reach me at student48@example.edu if you need more detail.,,68
2026-02-27 16:29:11,2026-02-27 16:29:11,IP Address,10.66.239.157,26,748,False,2026-02-27 16:29:11,R_C_00107,Last107,First107,student107@example.edu,,43.605447,-98.022866,anonymous,EN,Yes,1.72,4.22,11.18,1,2,2,2,4,5,3,7,"Practice problems, Study group",,You can reach me at student107@example.edu if you need more detail.,"More practice problems would help, please add some.",81
2026-02-23 12:34:46,2026-02-23 12:34:46,IP Address,10.66.154.242,100,842,True,2026-02-23 12:34:46,R_C_00022,Last22,First22,student22@example.edu,,28.579454,-96.506014,anonymous,EN,Yes,2.4,7.66,13.1,2,2,3,-99,3,4,2,1,Flashcards,,You can reach me at student22@example.edu if you need more detail.,"The pacing was uneven: too slow in week 1, too fast by week 10.",79
2026-02-23 12:52:28,2026-02-23 12:52:28,IP Address,10.228.22.71,100,687,True,2026-02-23 12:52:28,R_C_00076,Last76,First76,student76@example.edu,,35.039408,-82.127163,anonymous,EN,Yes,1.07,5.49,11.98,3,2,5,2,4,4,4,7,Textbook,,You can reach me at student76@example.edu if you need more detail.,"I'd recommend adding more review sessions, practice quizzes, and examples.",77
2026-02-09 16:14:26,2026-02-09 16:14:26,IP Address,10.186.179.172,100,815,True,2026-02-09 16:14:26,R_C_00062,Last62,First62,student62@example.edu,,43.298867,-111.721089,anonymous,EN,Yes,2.3,5.67,14.82,2,3,2,2,3,4,3,1,"Practice problems, Flashcards",,You can reach me at student62@example.edu if you need more detail.,"The ""flipped classroom"" approach didn't work for me.",68
2026-02-16 14:54:06,2026-02-16 14:54:06,IP Address,10.126.39.207,100,643,True,2026-02-16 14:54:06,R_C_00042,Last42,First42,student42@example.edu,,33.526508,-74.650692,anonymous,EN,Yes,0.22,7.25,13.29,1,4,2,3,4,2,2,7,"Tutor, Textbook, Flashcards",,You can reach me at student42@example.edu if you need more detail.,"The ""flipped classroom"" approach didn't work for me.",99
2026-02-20 09:22:58,2026-02-20 09:22:58,IP Address,10.138.67.251,100,473,True,2026-02-20 09:22:58,R_C_00046,Last46,First46,student46@example.edu,,30.069114,-87.12145,anonymous,EN,Yes,2.16,3.31,12.97,2,3,4,2,3,4,3,7,"Practice problems, Flashcards",,You can reach me at student46@example.edu if you need more detail.,I really enjoyed working through proofs step by step.,63
2026-02-03 10:32:08,2026-02-03 10:32:08,IP Address,10.168.137.106,100,675,True,2026-02-03 10:32:08,R_C_00056,Last56,First56,student56@example.edu,,31.709031,-98.278918,anonymous,EN,Yes,1.24,7.31,8.62,3,3,1,4,3,2,4,1,"Office hours, Study group",,You can reach me at student56@example.edu if you need more detail.,"The pacing was uneven: too slow in week 1, too fast by week 10.",88
2026-02-04 11:39:21,2026-02-04 11:39:21,IP Address,10.171.144.117,100,602,True,2026-02-04 11:39:21,R_C_00057,Last57,First57,student57@example.edu,,44.591409,-78.577143,anonymous,EN,Yes,2.29,4.25,12.21,2,3,-99,3,4,2,2,2,"Other, Textbook",Peer tutoring center,You can reach me at student57@example.edu if you need more detail.,"I'd recommend adding more review sessions, practice quizzes, and examples.",62
2026-02-22 11:54:06,2026-02-22 11:54:06,IP Address,10.51.204.102,100,77,True,2026-02-22 11:54:06,R_C_00102,Reyes,Jordan,jordan.reyes@example.edu,,31.299171,-112.657034,anonymous,EN,Yes,0.05,5.31,9.28,3,3,4,4,3,2,3,7,Office hours,,You can reach me at student102@example.edu if you need more detail.,"I wish we had more time on word problems, graphs, and functions.",89
2026-02-26 15:13:07,2026-02-26 15:13:07,IP Address,10.237.43.104,100,117,True,2026-02-26 15:13:07,R_C_00079,Last79,First79,student79@example.edu,,33.620821,-108.119204,anonymous,EN,Yes,0.65,3.89,10.85,1,3,4,3,2,5,1,4,"Office hours, Tutor",,You can reach me at student79@example.edu if you need more detail.,"Loved the group projects, hated the exams.",62
2026-02-05 12:46:34,2026-02-05 12:46:34,IP Address,10.174.151.128,100,249,True,2026-02-05 12:46:34,R_C_00058,Last58,First58,student58@example.edu,,28.669229,-105.482414,anonymous,EN,Yes,0.17,3.36,12.04,3,2,3,2,3,3,3,4,"Tutor, Textbook",,You can reach me at student58@example.edu if you need more detail.,I really enjoyed working through proofs step by step.,88
2026-02-21 10:20:20,2026-02-21 10:20:20,IP Address,10.60.140.220,100,496,True,2026-02-21 10:20:20,R_C_00020,Last20,First20,student20@example.edu,,42.163054,-96.863372,anonymous,EN,Yes,0.9,7.24,12.76,3,1,2,4,2,3,3,2,Flashcards,,You can reach me at student20@example.edu if you need more detail.,"Great class overall, thanks for a good semester.",83
2026-02-02 09:25:55,2026-02-02 09:25:55,IP Address,10.165.130.95,100,782,True,2026-02-02 09:25:55,R_C_00055,Last55,First55,student55@example.edu,,38.18864,-79.321361,anonymous,EN,Yes,2.12,4.97,11.25,2,4,2,4,3,3,2,5,"Practice problems, Office hours",,You can reach me at student55@example.edu if you need more detail.,I really enjoyed working through proofs step by step.,77
2026-02-06 13:44:56,2026-02-06 13:44:56,IP Address,10.96.224.97,100,213,True,2026-02-06 13:44:56,R_C_00032,Last32,First32,student32@example.edu,,27.739169,-119.512874,anonymous,EN,Yes,1.18,7.6,9.08,1,3,2,3,4,1,2,2,Flashcards,,You can reach me at student32@example.edu if you need more detail.,"Honestly, I think this was one of my favorite math classes.",74
2026-02-11 09:10:10,2026-02-11 09:10:10,IP Address,10.30.70.110,100,624,True,2026-02-11 09:10:10,R_C_00010,Last10,First10,student10@example.edu,,42.88606,-75.210016,anonymous,EN,Yes,2.11,6.85,13.92,3,2,1,4,3,-99,1,4,"Other, Online videos",Peer tutoring center,You can reach me at student10@example.edu if you need more detail.,"Too much homework, not enough review before tests.",86
2026-02-05 12:37:43,2026-02-05 12:37:43,IP Address,10.93.217.86,100,151,True,2026-02-05 12:37:43,R_C_00031,Last31,First31,student31@example.edu,,43.424168,-107.980078,anonymous,EN,Yes,1.22,5.48,8.12,2,4,3,4,4,2,3,5,Study group,,You can reach me at student31@example.edu if you need more detail.,Feel free to reach out at abarnes@school.edu with any follow-up questions.,92
2026-02-10 08:03:57,2026-02-10 08:03:57,IP Address,10.27.63.99,100,455,True,2026-02-10 08:03:57,R_C_00009,Last9,First9,student9@example.edu,,34.298272,-103.798222,anonymous,EN,Yes,2.31,3.44,8.41,3,4,5,3,2,3,4,7,Textbook,,You can reach me at student9@example.edu if you need more detail.,"This was hard for me,
but I learned a lot in the end.",83
2026-02-16 14:45:15,2026-02-16 14:45:15,IP Address,10.45.105.165,100,801,True,2026-02-16 14:45:15,R_C_00015,Last15,First15,student15@example.edu,,44.052025,-88.889017,anonymous,EN,Yes,1.06,7.05,13.47,3,4,2,2,3,3,4,2,"Textbook, Other",Peer tutoring center,You can reach me at student15@example.edu if you need more detail.,"This was hard for me,
but I learned a lot in the end.",82
2026-02-18 16:08:32,2026-02-18 16:08:32,IP Address,10.132.53.229,100,624,True,2026-02-18 16:08:32,R_C_00044,Last44,First44,student44@example.edu,,32.684816,-82.948322,anonymous,EN,Yes,1.85,4.4,8.41,3,4,1,3,4,3,4,4,"Textbook, Flashcards",,You can reach me at student44@example.edu if you need more detail.,"It was fine. Nothing special, nothing terrible.",67
2026-02-18 16:59:41,2026-02-18 16:59:41,IP Address,10.51.119.187,100,808,True,2026-02-18 16:59:41,R_C_00017,Last17,First17,student17@example.edu,,34.322952,-83.729988,anonymous,EN,Yes,0.74,5.12,13.85,3,2,5,2,3,3,3,2,"Tutor, Flashcards, Office hours",,You can reach me at student17@example.edu if you need more detail.,"If you have questions about the final, email me at jsmith@school.edu.",93
2026-02-19 08:33:27,2026-02-19 08:33:27,IP Address,10.42.183.69,100,302,True,2026-02-19 08:33:27,R_C_00099,Last99,First99,student99@example.edu,,43.735303,-113.940562,anonymous,EN,Yes,2.23,7.85,14.74,2,3,3,2,3,2,-99,2,"Tutor, Online videos, Other",Peer tutoring center,You can reach me at student99@example.edu if you need more detail.,"If you have questions about the final, email me at jsmith@school.edu.",78
2026-02-25 14:15:45,2026-02-25 14:15:45,IP Address,10.60.225.135,32,889,False,2026-02-25 14:15:45,R_C_00105,Last105,First105,student105@example.edu,,37.309063,-96.860663,anonymous,EN,Yes,0.91,6.27,11.06,3,4,3,3,3,2,2,2,"Practice problems, Tutor, Office hours",,You can reach me at student105@example.edu if you need more detail.,"Too much homework, not enough review before tests.",82
2026-02-16 14:12:48,2026-02-16 14:12:48,IP Address,10.33.162.36,100,836,True,2026-02-16 14:12:48,R_C_00096,Last96,First96,student96@example.edu,,28.58518,-106.331605,anonymous,EN,Yes,0.62,4.86,11.02,3,4,4,2,4,5,3,2,Practice problems,,You can reach me at student96@example.edu if you need more detail.,"Great class overall, thanks for a good semester.",90
2026-02-06 13:35:05,2026-02-06 13:35:05,IP Address,10.15.35.55,100,115,True,2026-02-06 13:35:05,R_C_00005,Last5,First5,student5@example.edu,,26.844004,-101.567079,anonymous,EN,Yes,2.0,4.54,14.28,2,3,4,3,3,1,3,4,Textbook,,You can reach me at student5@example.edu if you need more detail.,Feel free to reach out at abarnes@school.edu with any follow-up questions.,65
2026-02-17 15:10:10,2026-02-17 15:10:10,IP Address,10.210.235.5,100,556,True,2026-02-17 15:10:10,R_C_00070,Last70,First70,student70@example.edu,,30.779972,-117.804446,anonymous,EN,Yes,0.5,5.13,10.33,3,2,4,2,3,2,2,4,"Online videos, Practice problems",,You can reach me at student70@example.edu if you need more detail.,"The online videos were confusing, but the textbook helped.",82
2026-02-08 15:07:13,2026-02-08 15:07:13,IP Address,10.183.172.161,100,114,True,2026-02-08 15:07:13,R_C_00061,Last61,First61,student61@example.edu,,38.475664,-119.922761,anonymous,EN,Yes,1.43,7.28,10.66,2,3,2,3,3,5,3,1,"Other, Office hours",Peer tutoring center,You can reach me at student61@example.edu if you need more detail.,"The online videos were confusing, but the textbook helped.",99
2026-02-04 11:21:39,2026-02-04 11:21:39,IP Address,10.9.21.33,100,270,True,2026-02-04 11:21:39,R_C_00003,Last3,First3,student3@example.edu,,30.861111,-116.964971,anonymous,EN,Yes,0.23,4.6,8.58,2,2,2,3,5,3,3,7,Practice problems,,You can reach me at student3@example.edu if you need more detail.,I really enjoyed working through proofs step by step.,96
2026-02-01 08:09:51,2026-02-01 08:09:51,IP Address,10.81.189.42,100,368,True,2026-02-01 08:09:51,R_C_00027,Last27,First27,student27@example.edu,,26.68082,-115.260136,anonymous,EN,Yes,2.27,3.05,14.27,3,2,4,3,3,4,5,7,"Other, Flashcards, Online videos",Peer tutoring center,You can reach me at student27@example.edu if you need more detail.,"The ""flipped classroom"" approach didn't work for me.",69
2026-02-15 13:56:44,2026-02-15 13:56:44,IP Address,10.204.221.238,100,818,True,2026-02-15 13:56:44,R_C_00068,Last68,First68,student68@example.edu,,25.205215,-91.000872,anonymous,EN,Yes,0.32,4.92,10.24,1,3,3,3,3,2,3,1,Office hours,,You can reach me at student68@example.edu if you need more detail.,"This was hard for me,
but I learned a lot in the end.",97
2026-02-14 12:40:40,2026-02-14 12:40:40,IP Address,10.120.25.185,100,628,True,2026-02-14 12:40:40,R_C_00040,Last40,First40,student40@example.edu,,37.316118,-97.958207,anonymous,EN,Yes,2.87,5.83,10.41,3,3,2,-99,3,3,4,1,"Flashcards, Study group, Textbook",,You can reach me at student40@example.edu if you need more detail.,"I struggled with the pace at first, but it got better.",74
